mirna_accession,mirna_name,chr,start,end,strand
MIMAT0019878,hsa-miR-4745-5p,19,804941,804963,+
MIMAT0019879,hsa-miR-4745-3p,19,804977,804999,+
MIMAT0015069,hsa-miR-3187-3p,19,813627,813646,+
MIMAT0019216,hsa-miR-3187-5p,19,813590,813612,+
MIMAT0007882,hsa-miR-1909-5p,19,1816202,1816222,-
MIMAT0007883,hsa-miR-1909-3p,19,1816168,1816189,-
MIMAT0005580,hsa-miR-1227-3p,19,2234061,2234080,-
MIMAT0022941,hsa-miR-1227-5p,19,2234132,2234148,-
MIMAT0027478,hsa-miR-6789-5p,19,2235898,2235921,-
MIMAT0027479,hsa-miR-6789-3p,19,2235828,2235848,-
MIMAT0016874,hsa-miR-4321,19,2250687,2250707,+
MIMAT0028113,hsa-miR-7108-5p,19,2434978,2434998,-
MIMAT0028114,hsa-miR-7108-3p,19,2434912,2434931,-
MIMAT0030425,hsa-miR-7850-5p,19,2630721,2630741,+
MIMAT0003307,hsa-miR-637,19,3961427,3961450,-
MIMAT0019880,hsa-miR-4746-5p,19,4445984,4446006,+
MIMAT0019881,hsa-miR-4746-3p,19,4446018,4446038,+
MIMAT0000252,hsa-miR-7-5p,19,4770712,4770735,+
MIMAT0019882,hsa-miR-4747-5p,19,4932699,4932720,+
MIMAT0019883,hsa-miR-4747-3p,19,4932731,4932752,+
MIMAT0027670,hsa-miR-6885-5p,19,6389685,6389709,-
MIMAT0027671,hsa-miR-6885-3p,19,6389649,6389669,-
MIMAT0027480,hsa-miR-6790-5p,19,6392972,6392994,-
MIMAT0027481,hsa-miR-6790-3p,19,6392936,6392956,-
MIMAT0018356,hsa-miR-3940-3p,19,6416445,6416466,-
MIMAT0019229,hsa-miR-3940-5p,19,6416481,6416500,-
MIMAT0027482,hsa-miR-6791-5p,19,6736763,6736784,-
MIMAT0027483,hsa-miR-6791-3p,19,6736723,6736743,-
MIMAT0027484,hsa-miR-6792-5p,19,7682325,7682345,+
MIMAT0027485,hsa-miR-6792-3p,19,7682366,7682387,+
MIMAT0021017,hsa-miR-4999-5p,19,8454224,8454244,-
MIMAT0021018,hsa-miR-4999-3p,19,8454195,8454214,-
MIMAT0022297,hsa-miR-5589-5p,19,10149030,10149050,+
MIMAT0022298,hsa-miR-5589-3p,19,10149067,10149089,+
MIMAT0016873,hsa-miR-4322,19,10341131,10341151,+
MIMAT0005826,hsa-miR-1181,19,10514181,10514201,-
MIMAT0005593,hsa-miR-1238-3p,19,10662859,10662878,+
MIMAT0022947,hsa-miR-1238-5p,19,10662798,10662820,+
MIMAT0003308,hsa-miR-638,19,10829095,10829119,+
MIMAT0019884,hsa-miR-4748,19,10890939,10890959,+
MIMAT0000231,hsa-miR-199a-5p,19,10928145,10928167,-
MIMAT0000232,hsa-miR-199a-3p,19,10928105,10928126,-
MIMAT0027486,hsa-miR-6793-5p,19,10939654,10939675,+
MIMAT0027487,hsa-miR-6793-3p,19,10939692,10939711,+
MIMAT0027672,hsa-miR-6886-5p,19,11224155,11224175,+
MIMAT0027673,hsa-miR-6886-3p,19,11224187,11224207,+
MIMAT0031177,hsa-miR-7974,19,11606359,11606382,-
MIMAT0041621,hsa-miR-10395-5p,19,12814461,12814478,-
MIMAT0041622,hsa-miR-10395-3p,19,12814415,12814435,-
MIMAT0022473,hsa-miR-5684,19,12897946,12897965,+
MIMAT0027488,hsa-miR-6794-5p,19,12963079,12963098,+
MIMAT0027489,hsa-miR-6794-3p,19,12963120,12963139,+
MIMAT0022488,hsa-miR-5695,19,13031187,13031208,+
MIMAT0025486,hsa-miR-6515-5p,19,13051300,13051320,+
MIMAT0025487,hsa-miR-6515-3p,19,13051335,13051354,+
MIMAT0000080,hsa-miR-24-3p,19,13947103,13947124,-
MIMAT0004497,hsa-miR-24-2-5p,19,13947140,13947161,-
MIMAT0004501,hsa-miR-27a-5p,19,13947301,13947322,-
MIMAT0000084,hsa-miR-27a-3p,19,13947261,13947281,-
MIMAT0004496,hsa-miR-23a-5p,19,13947444,13947465,-
MIMAT0000078,hsa-miR-23a-3p,19,13947409,13947429,-
MIMAT0000258,hsa-miR-181c-5p,19,13985539,13985560,+
MIMAT0004559,hsa-miR-181c-3p,19,13985577,13985598,+
MIMAT0002821,hsa-miR-181d-5p,19,13985724,13985746,+
MIMAT0026608,hsa-miR-181d-3p,19,13985767,13985787,+
MIMAT0031119,hsa-miR-1199-5p,19,14184193,14184212,+
MIMAT0031120,hsa-miR-1199-3p,19,14184237,14184257,+
MIMAT0003309,hsa-miR-639,19,14640415,14640437,+
MIMAT0027490,hsa-miR-6795-5p,19,15290133,15290156,-
MIMAT0027491,hsa-miR-6795-3p,19,15290094,15290114,-
MIMAT0007348,hsa-miR-1470,19,15560359,15560379,+
MIMAT0015070,hsa-miR-3188,19,18392939,18392961,+
MIMAT0015071,hsa-miR-3189-3p,19,18497417,18497437,+
MIMAT0019217,hsa-miR-3189-5p,19,18497380,18497404,+
MIMAT0003310,hsa-miR-640,19,19545932,19545952,+
MIMAT0005924,hsa-miR-1270,19,20510129,20510151,-
MIMAT0027674,hsa-miR-6887-5p,19,35613609,35613631,+
MIMAT0027675,hsa-miR-6887-3p,19,35613648,35613668,+
MIMAT0021128,hsa-miR-5196-5p,19,35836444,35836465,+
MIMAT0021129,hsa-miR-5196-3p,19,35836484,35836504,+
MIMAT0019069,hsa-miR-4530,19,39900269,39900286,-
MIMAT0025850,hsa-miR-6719-3p,19,40320366,40320387,-
MIMAT0003311,hsa-miR-641,19,40788510,40788533,-
MIMAT0027492,hsa-miR-6796-5p,19,40875758,40875780,+
MIMAT0027493,hsa-miR-6796-3p,19,40875794,40875814,+
MIMAT0027494,hsa-miR-6797-5p,19,42373702,42373726,+
MIMAT0027495,hsa-miR-6797-3p,19,42373745,42373766,+
MIMAT0016875,hsa-miR-4323,19,42637607,42637624,-
MIMAT0031004,hsa-miR-8077,19,42855326,42855347,+
MIMAT0019070,hsa-miR-4531,19,45156959,45156975,-
MIMAT0031012,hsa-miR-8085,19,45261924,45261944,+
MIMAT0023713,hsa-miR-6088,19,45939912,45939931,+
MIMAT0004693,hsa-miR-330-5p,19,46142307,46142328,-
MIMAT0000751,hsa-miR-330-3p,19,46142267,46142289,-
MIMAT0003312,hsa-miR-642a-5p,19,46178201,46178222,+
MIMAT0020924,hsa-miR-642a-3p,19,46178236,46178257,+
MIMAT0018444,hsa-miR-642b-3p,19,46178199,46178220,-
MIMAT0022736,hsa-miR-642b-5p,19,46178236,46178257,-
MIMAT0003886,hsa-miR-769-5p,19,46522219,46522240,+
MIMAT0003887,hsa-miR-769-3p,19,46522258,46522280,+
MIMAT0015072,hsa-miR-320e,19,47212551,47212568,-
MIMAT0015073,hsa-miR-3190-5p,19,47730212,47730231,+
MIMAT0022839,hsa-miR-3190-3p,19,47730245,47730267,+
MIMAT0015075,hsa-miR-3191-3p,19,47730209,47730231,-
MIMAT0022732,hsa-miR-3191-5p,19,47730247,47730268,-
MIMAT0027496,hsa-miR-6798-5p,19,49513168,49513190,+
MIMAT0027497,hsa-miR-6798-3p,19,49513209,49513229,+
MIMAT0016876,hsa-miR-4324,19,49812064,49812083,-
MIMAT0000451,hsa-miR-150-5p,19,50004089,50004110,-
MIMAT0004610,hsa-miR-150-3p,19,50004054,50004075,-
MIMAT0021080,hsa-miR-5088-5p,19,50185379,50185402,+
MIMAT0027041,hsa-miR-5088-3p,19,50185431,50185451,+
MIMAT0027498,hsa-miR-6799-5p,19,50295128,50295147,+
MIMAT0027499,hsa-miR-6799-3p,19,50295169,50295191,+
MIMAT0027500,hsa-miR-6800-5p,19,50335279,50335299,+
MIMAT0027501,hsa-miR-6800-3p,19,50335333,50335353,+
MIMAT0019885,hsa-miR-4749-5p,19,50357850,50357871,+
MIMAT0019886,hsa-miR-4749-3p,19,50357889,50357908,+
MIMAT0019887,hsa-miR-4750-5p,19,50391434,50391455,+
MIMAT0022979,hsa-miR-4750-3p,19,50391466,50391487,+
MIMAT0019888,hsa-miR-4751,19,50436330,50436353,+
MIMAT0031001,hsa-miR-8074,19,51710195,51710218,-
MIMAT0000689,hsa-miR-99b-5p,19,52195871,52195892,+
MIMAT0004678,hsa-miR-99b-3p,19,52195909,52195930,+
MIMAT0000066,hsa-let-7e-5p,19,52196046,52196067,+
MIMAT0004485,hsa-let-7e-3p,19,52196091,52196112,+
MIMAT0000443,hsa-miR-125a-5p,19,52196521,52196544,+
MIMAT0004602,hsa-miR-125a-3p,19,52196559,52196580,+
MIMAT0027502,hsa-miR-6801-5p,19,52725278,52725300,+
MIMAT0027503,hsa-miR-6801-3p,19,52725327,52725346,+
MIMAT0003313,hsa-miR-643,19,52785110,52785131,+
MIMAT0002822,hsa-miR-512-5p,19,54169946,54169968,+
MIMAT0002823,hsa-miR-512-3p,19,54169983,54170004,+
MIMAT0002822,hsa-miR-512-5p,19,54172430,54172452,+
MIMAT0002823,hsa-miR-512-3p,19,54172467,54172488,+
MIMAT0005795,hsa-miR-1323,19,54175232,54175253,+
MIMAT0002824,hsa-miR-498-5p,19,54177484,54177506,+
MIMAT0037323,hsa-miR-498-3p,19,54177520,54177542,+
MIMAT0002825,hsa-miR-520e-3p,19,54179018,54179038,+
MIMAT0037324,hsa-miR-520e-5p,19,54178980,54179001,+
MIMAT0002826,hsa-miR-515-5p,19,54182270,54182293,+
MIMAT0002827,hsa-miR-515-3p,19,54182307,54182328,+
MIMAT0002828,hsa-miR-519e-5p,19,54183207,54183228,+
MIMAT0002829,hsa-miR-519e-3p,19,54183245,54183266,+
MIMAT0002830,hsa-miR-520f-3p,19,54185467,54185488,+
MIMAT0026609,hsa-miR-520f-5p,19,54185427,54185448,+
MIMAT0002826,hsa-miR-515-5p,19,54188276,54188299,+
MIMAT0002827,hsa-miR-515-3p,19,54188313,54188334,+
MIMAT0002831,hsa-miR-519c-5p,19,54189738,54189759,+
MIMAT0002832,hsa-miR-519c-3p,19,54189776,54189797,+
MIMAT0005799,hsa-miR-1283,19,54191748,54191769,+
MIMAT0002833,hsa-miR-520a-5p,19,54194149,54194169,+
MIMAT0002834,hsa-miR-520a-3p,19,54194187,54194208,+
MIMAT0002835,hsa-miR-526b-5p,19,54197660,54197682,+
MIMAT0002836,hsa-miR-526b-3p,19,54197697,54197718,+
MIMAT0005454,hsa-miR-519b-5p,19,54198479,54198500,+
MIMAT0002837,hsa-miR-519b-3p,19,54198517,54198538,+
MIMAT0002838,hsa-miR-525-5p,19,54200801,54200821,+
MIMAT0002839,hsa-miR-525-3p,19,54200838,54200859,+
MIMAT0005449,hsa-miR-523-5p,19,54201654,54201675,+
MIMAT0002840,hsa-miR-523-3p,19,54201691,54201713,+
MIMAT0002841,hsa-miR-518f-5p,19,54203284,54203305,+
MIMAT0002842,hsa-miR-518f-3p,19,54203321,54203341,+
MIMAT0002843,hsa-miR-520b-3p,19,54204521,54204541,+
MIMAT0037325,hsa-miR-520b-5p,19,54204482,54204502,+
MIMAT0002844,hsa-miR-518b,19,54206041,54206062,+
MIMAT0002845,hsa-miR-526a-5p,19,54209520,54209541,+
MIMAT0037326,hsa-miR-526a-3p,19,54209557,54209578,+
MIMAT0005455,hsa-miR-520c-5p,19,54210722,54210743,+
MIMAT0002846,hsa-miR-520c-3p,19,54210760,54210781,+
MIMAT0002847,hsa-miR-518c-5p,19,54212012,54212034,+
MIMAT0002848,hsa-miR-518c-3p,19,54212050,54212072,+
MIMAT0002849,hsa-miR-524-5p,19,54214271,54214292,+
MIMAT0002850,hsa-miR-524-3p,19,54214308,54214328,+
MIMAT0002851,hsa-miR-517-5p,19,54215536,54215557,+
MIMAT0002852,hsa-miR-517a-3p,19,54215575,54215596,+
MIMAT0002853,hsa-miR-519d-3p,19,54216654,54216675,+
MIMAT0026610,hsa-miR-519d-5p,19,54216615,54216639,+
MIMAT0002854,hsa-miR-521,19,54219901,54219922,+
MIMAT0002855,hsa-miR-520d-5p,19,54223365,54223384,+
MIMAT0002856,hsa-miR-520d-3p,19,54223403,54223424,+
MIMAT0002851,hsa-miR-517-5p,19,54224335,54224356,+
MIMAT0002857,hsa-miR-517b-3p,19,54224372,54224393,+
MIMAT0002858,hsa-miR-520g-3p,19,54225474,54225497,+
MIMAT0026611,hsa-miR-520g-5p,19,54225436,54225458,+
MIMAT0002859,hsa-miR-516b-5p,19,54228711,54228732,+
MIMAT0002860,hsa-miR-516b-3p,19,54228751,54228768,+
MIMAT0002845,hsa-miR-526a-5p,19,54230182,54230203,+
MIMAT0005450,hsa-miR-518e-5p,19,54233107,54233128,+
MIMAT0002861,hsa-miR-518e-3p,19,54233145,54233165,+
MIMAT0005457,hsa-miR-518a-5p,19,54234273,54234292,+
MIMAT0002863,hsa-miR-518a-3p,19,54234310,54234331,+
MIMAT0005456,hsa-miR-518d-5p,19,54238146,54238167,+
MIMAT0002864,hsa-miR-518d-3p,19,54238183,54238203,+
MIMAT0002859,hsa-miR-516b-5p,19,54240114,54240135,+
MIMAT0002860,hsa-miR-516b-3p,19,54240159,54240176,+
MIMAT0005457,hsa-miR-518a-5p,19,54242602,54242621,+
MIMAT0002863,hsa-miR-518a-3p,19,54242639,54242660,+
MIMAT0002851,hsa-miR-517-5p,19,54244586,54244607,+
MIMAT0002866,hsa-miR-517c-3p,19,54244623,54244644,+
MIMAT0002867,hsa-miR-520h,19,54245820,54245841,+
MIMAT0002854,hsa-miR-521,19,54251943,54251964,+
MIMAT0005451,hsa-miR-522-5p,19,54254480,54254501,+
MIMAT0002868,hsa-miR-522-3p,19,54254518,54254539,+
MIMAT0005452,hsa-miR-519a-5p,19,54255665,54255686,+
MIMAT0002869,hsa-miR-519a-3p,19,54255703,54255724,+
MIMAT0002862,hsa-miR-527,19,54257285,54257304,+
MIMAT0004770,hsa-miR-516a-5p,19,54260010,54260032,+
MIMAT0006778,hsa-miR-516a-3p,19,54260055,54260072,+
MIMAT0005799,hsa-miR-1283,19,54261499,54261520,+
MIMAT0004770,hsa-miR-516a-5p,19,54264402,54264424,+
MIMAT0006778,hsa-miR-516a-3p,19,54264447,54264464,+
MIMAT0002869,hsa-miR-519a-3p,19,54265651,54265672,+
MIMAT0037327,hsa-miR-519a-2-5p,19,54265612,54265632,+
MIMAT0004687,hsa-miR-371a-5p,19,54290934,54290953,+
MIMAT0000723,hsa-miR-371a-3p,19,54290970,54290992,+
MIMAT0019892,hsa-miR-371b-5p,19,54290969,54290990,-
MIMAT0019893,hsa-miR-371b-3p,19,54290932,54290954,-
MIMAT0000724,hsa-miR-372-3p,19,54291185,54291207,+
MIMAT0026484,hsa-miR-372-5p,19,54291149,54291171,+
MIMAT0000725,hsa-miR-373-5p,19,54291964,54291985,+
MIMAT0000726,hsa-miR-373-3p,19,54292002,54292024,+
MIMAT0004978,hsa-miR-935,19,54485616,54485638,+
MIMAT0019889,hsa-miR-4752,19,54785973,54785994,+
MIMAT0030988,hsa-miR-8061,19,55156770,55156790,+
MIMAT0031178,hsa-miR-7975,19,55634593,55634610,-
MIMAT0027508,hsa-miR-6804-5p,19,55742295,55742315,-
MIMAT0027509,hsa-miR-6804-3p,19,55742253,55742274,-
MIMAT0027504,hsa-miR-6802-5p,19,55751320,55751339,-
MIMAT0027505,hsa-miR-6802-3p,19,55751280,55751301,-
MIMAT0027506,hsa-miR-6803-5p,19,55756592,55756613,-
MIMAT0027507,hsa-miR-6803-3p,19,55756554,55756575,-
MIMAT0027510,hsa-miR-6805-5p,19,55899554,55899575,+
MIMAT0027511,hsa-miR-6805-3p,19,55899588,55899610,+
MIMAT0027512,hsa-miR-6806-5p,19,58846059,58846082,+
MIMAT0027513,hsa-miR-6806-3p,19,58846096,58846117,+
MIMAT0019894,hsa-miR-4754,19,58898194,58898216,-
MIMAT0041619,hsa-miR-10394-5p,19,58904731,58904754,+
MIMAT0041620,hsa-miR-10394-3p,19,58904791,58904813,+
MIMAT0027514,hsa-miR-6807-5p,19,59061652,59061673,+
MIMAT0027515,hsa-miR-6807-3p,19,59061721,59061743,+
MIMAT0028226,hsa-miR-7158-5p,2,6114794,6114817,+
MIMAT0028227,hsa-miR-7158-3p,2,6114844,6114864,+
MIMAT0029310,hsa-miR-7515,2,6790550,6790567,+
MIMAT0016890,hsa-miR-4261,2,10332750,10332765,-
MIMAT0018944,hsa-miR-4429,2,11680778,11680797,-
MIMAT0014987,hsa-miR-548s,2,11907621,11907643,+
MIMAT0016894,hsa-miR-4262,2,11977069,11977085,-
MIMAT0018108,hsa-miR-3681-5p,2,12339264,12339285,+
MIMAT0018109,hsa-miR-3681-3p,2,12339300,12339321,+
MIMAT0014988,hsa-miR-3125,2,12877502,12877521,+
MIMAT0019901,hsa-miR-4757-5p,2,19548200,19548222,+
MIMAT0019902,hsa-miR-4757-3p,2,19548237,19548258,+
MIMAT0005797,hsa-miR-1301-3p,2,25551520,25551543,-
MIMAT0026639,hsa-miR-1301-5p,2,25551558,25551576,-
MIMAT0016898,hsa-miR-4263,2,28219289,28219306,+
MIMAT0003222,hsa-miR-558,2,32757280,32757298,+
MIMAT0019916,hsa-miR-4765,2,32860367,32860388,+
MIMAT0018945,hsa-miR-4430,2,33643586,33643603,+
MIMAT0018946,hsa-miR-548ad-3p,2,35696519,35696540,+
MIMAT0032114,hsa-miR-548ad-5p,2,35696486,35696505,+
MIMAT0003223,hsa-miR-559,2,47604829,47604849,+
MIMAT0031175,hsa-miR-548ba,2,49286742,49286763,+
MIMAT0033692,hsa-miR-8485,2,50923310,50923330,-
MIMAT0018947,hsa-miR-4431,2,52929726,52929747,-
MIMAT0018110,hsa-miR-3682-3p,2,54076273,54076293,-
MIMAT0019222,hsa-miR-3682-5p,2,54076307,54076328,-
MIMAT0000274,hsa-miR-217-5p,2,56210155,56210177,-
MIMAT0037308,hsa-miR-217-3p,2,56210119,56210140,-
MIMAT0000273,hsa-miR-216a-5p,2,56216155,56216176,-
MIMAT0022844,hsa-miR-216a-3p,2,56216116,56216137,-
MIMAT0004959,hsa-miR-216b-5p,2,56227899,56227920,-
MIMAT0026721,hsa-miR-216b-3p,2,56227859,56227882,-
MIMAT0018948,hsa-miR-4432,2,60614497,60614516,-
MIMAT0021123,hsa-miR-5192,2,62433017,62433038,+
MIMAT0030413,hsa-miR-4433b-5p,2,64567943,64567963,-
MIMAT0030414,hsa-miR-4433b-3p,2,64567903,64567923,-
MIMAT0018949,hsa-miR-4433a-3p,2,64567943,64567963,+
MIMAT0020956,hsa-miR-4433a-5p,2,64567904,64567924,+
MIMAT0018950,hsa-miR-4434,2,64752654,64752671,+
MIMAT0019936,hsa-miR-4778-5p,2,66585429,66585450,-
MIMAT0019937,hsa-miR-4778-3p,2,66585389,66585410,-
MIMAT0014989,hsa-miR-3126-5p,2,69330823,69330844,+
MIMAT0015377,hsa-miR-3126-3p,2,69330859,69330880,+
MIMAT0005876,hsa-miR-1285-3p,2,70480065,70480086,-
MIMAT0021019,hsa-miR-5000-5p,2,75317962,75317983,+
MIMAT0021020,hsa-miR-5000-3p,2,75318000,75318021,+
MIMAT0016899,hsa-miR-4264,2,79876459,79876475,-
MIMAT0031007,hsa-miR-8080,2,80093677,80093699,-
MIMAT0023696,hsa-miR-6071,2,86010780,86010798,-
MIMAT0019938,hsa-miR-4779,2,86420160,86420181,-
MIMAT0019925,hsa-miR-4771,2,87421953,87421973,+
MIMAT0018951,hsa-miR-4435,2,87929283,87929304,+
MIMAT0019939,hsa-miR-4780,2,88382047,88382068,-
MIMAT0018952,hsa-miR-4436a,2,89111939,89111959,+
MIMAT0014990,hsa-miR-3127-5p,2,97464025,97464047,+
MIMAT0019201,hsa-miR-3127-3p,2,97464061,97464082,+
MIMAT0022489,hsa-miR-5696,2,101925915,101925936,+
MIMAT0019926,hsa-miR-4772-5p,2,103048760,103048781,+
MIMAT0019927,hsa-miR-4772-3p,2,103048796,103048817,+
MIMAT0016891,hsa-miR-4265,2,109757956,109757974,-
MIMAT0016892,hsa-miR-4266,2,109930037,109930052,-
MIMAT0016893,hsa-miR-4267,2,110827594,110827609,-
MIMAT0019940,hsa-miR-4436b-5p,2,110844067,110844088,-
MIMAT0019941,hsa-miR-4436b-3p,2,110844020,110844041,-
MIMAT0019940,hsa-miR-4436b-5p,2,111042442,111042463,+
MIMAT0019941,hsa-miR-4436b-3p,2,111042489,111042510,+
MIMAT0018951,hsa-miR-4435,2,112078638,112078659,-
MIMAT0019925,hsa-miR-4771,2,112528647,112528667,-
MIMAT0005890,hsa-miR-1302,2,114340581,114340601,-
MIMAT0019944,hsa-miR-4782-5p,2,114478915,114478936,-
MIMAT0019945,hsa-miR-4782-3p,2,114478875,114478896,-
MIMAT0019946,hsa-miR-4783-5p,2,128181162,128181182,-
MIMAT0019947,hsa-miR-4783-3p,2,128181122,128181144,-
MIMAT0019948,hsa-miR-4784,2,132248781,132248800,-
MIMAT0005867,hsa-miR-663b,2,133014543,133014564,-
MIMAT0039766,hsa-miR-9986,2,133191304,133191323,+
MIMAT0018104,hsa-miR-3679-5p,2,134884701,134884723,+
MIMAT0018105,hsa-miR-3679-3p,2,134884739,134884760,+
MIMAT0022299,hsa-miR-5590-5p,2,135615390,135615410,+
MIMAT0022300,hsa-miR-5590-3p,2,135615423,135615443,+
MIMAT0000424,hsa-miR-128-3p,2,136423016,136423036,+
MIMAT0026477,hsa-miR-128-1-5p,2,136422981,136423003,+
MIMAT0028224,hsa-miR-7157-5p,2,141344232,141344254,-
MIMAT0028225,hsa-miR-7157-3p,2,141344195,141344216,-
MIMAT0039319,hsa-miR-9899,2,150186814,150186835,-
MIMAT0019928,hsa-miR-4773,2,152224895,152224916,+
MIMAT0019928,hsa-miR-4773,2,152224857,152224878,-
MIMAT0027676,hsa-miR-6888-5p,2,160043351,160043370,+
MIMAT0027677,hsa-miR-6888-3p,2,160043392,160043412,+
MIMAT0019949,hsa-miR-4785,2,161264330,161264350,-
MIMAT0019929,hsa-miR-4774-5p,2,169439463,169439484,+
MIMAT0019930,hsa-miR-4774-3p,2,169439499,169439519,+
MIMAT0004976,hsa-miR-933,2,176032370,176032391,-
MIMAT0000254,hsa-miR-10b-5p,2,177015057,177015079,+
MIMAT0004556,hsa-miR-10b-3p,2,177015096,177015117,+
MIMAT0030019,hsa-miR-7704,2,177053571,177053589,+
MIMAT0005898,hsa-miR-1246,2,177465752,177465770,-
MIMAT0018962,hsa-miR-4444,2,178077496,178077513,+
MIMAT0014991,hsa-miR-3128,2,178120712,178120734,-
MIMAT0025480,hsa-miR-6512-5p,2,178178581,178178602,-
MIMAT0025481,hsa-miR-6512-3p,2,178178539,178178560,-
MIMAT0005909,hsa-miR-1258,2,180725572,180725592,-
MIMAT0018953,hsa-miR-4437,2,182170320,182170340,-
MIMAT0018954,hsa-miR-548ae-3p,2,185243744,185243764,+
MIMAT0003225,hsa-miR-561-3p,2,189162279,189162300,+
MIMAT0022706,hsa-miR-561-5p,2,189162244,189162265,+
MIMAT0005897,hsa-miR-1245a,2,189842862,189842882,+
MIMAT0019950,hsa-miR-1245b-5p,2,189842859,189842879,-
MIMAT0019951,hsa-miR-1245b-3p,2,189842825,189842846,-
MIMAT0017983,hsa-miR-3606-5p,2,189860371,189860391,+
MIMAT0022965,hsa-miR-3606-3p,2,189860397,189860417,+
MIMAT0014992,hsa-miR-3129-5p,2,189997808,189997829,-
MIMAT0019202,hsa-miR-3129-3p,2,189997770,189997791,-
MIMAT0014994,hsa-miR-3130-3p,2,207647969,207647989,-
MIMAT0014995,hsa-miR-3130-5p,2,207648000,207648020,-
MIMAT0014994,hsa-miR-3130-3p,2,207648001,207648021,+
MIMAT0014995,hsa-miR-3130-5p,2,207647970,207647990,+
MIMAT0016895,hsa-miR-2355-5p,2,207974767,207974787,-
MIMAT0017950,hsa-miR-2355-3p,2,207974723,207974744,-
MIMAT0030420,hsa-miR-7845-5p,2,208031126,208031146,+
MIMAT0005890,hsa-miR-1302,2,208134052,208134072,-
MIMAT0019931,hsa-miR-4775,2,208619540,208619561,+
MIMAT0005895,hsa-miR-548f-3p,2,213291008,213291026,-
MIMAT0019932,hsa-miR-4776-5p,2,213791030,213791051,-
MIMAT0019933,hsa-miR-4776-3p,2,213790985,213791007,-
MIMAT0019932,hsa-miR-4776-5p,2,213790990,213791011,+
MIMAT0019933,hsa-miR-4776-3p,2,213791034,213791056,+
MIMAT0018956,hsa-miR-4438,2,214622846,214622866,+
MIMAT0027518,hsa-miR-6809-5p,2,218765325,218765346,-
MIMAT0027519,hsa-miR-6809-3p,2,218765236,218765256,-
MIMAT0025482,hsa-miR-6513-5p,2,219144887,219144909,-
MIMAT0025483,hsa-miR-6513-3p,2,219144850,219144870,-
MIMAT0027520,hsa-miR-6810-5p,2,219206639,219206661,+
MIMAT0027521,hsa-miR-6810-3p,2,219206681,219206703,+
MIMAT0000083,hsa-miR-26b-5p,2,219267380,219267400,+
MIMAT0004500,hsa-miR-26b-3p,2,219267415,219267435,+
MIMAT0035542,hsa-miR-9500,2,219687815,219687833,+
MIMAT0000728,hsa-miR-375-3p,2,219866370,219866391,-
MIMAT0037313,hsa-miR-375-5p,2,219866404,219866426,-
MIMAT0014996,hsa-miR-3131,2,219923447,219923469,-
MIMAT0000439,hsa-miR-153-3p,2,220158848,220158869,-
MIMAT0014997,hsa-miR-3132,2,220413839,220413862,-
MIMAT0016896,hsa-miR-4268,2,220771233,220771253,-
MIMAT0018957,hsa-miR-4439,2,225875233,225875254,-
MIMAT0022495,hsa-miR-5702,2,227523436,227523457,-
MIMAT0022496,hsa-miR-5703,2,228336878,228336895,+
MIMAT0019934,hsa-miR-4777-5p,2,232227434,232227455,+
MIMAT0019935,hsa-miR-4777-3p,2,232227475,232227496,+
MIMAT0005896,hsa-miR-1244,2,232578078,232578103,+
MIMAT0007349,hsa-miR-1471,2,232756987,232757008,-
MIMAT0003226,hsa-miR-562,2,233037423,233037442,+
MIMAT0021021,hsa-miR-5001-5p,2,233415240,233415263,-
MIMAT0021022,hsa-miR-5001-3p,2,233415203,233415224,-
MIMAT0027522,hsa-miR-6811-5p,2,238419575,238419596,+
MIMAT0027523,hsa-miR-6811-3p,2,238419611,238419631,+
MIMAT0018958,hsa-miR-4440,2,239990525,239990546,-
MIMAT0018959,hsa-miR-4441,2,240007524,240007540,-
MIMAT0016897,hsa-miR-4269,2,240227167,240227187,+
MIMAT0019952,hsa-miR-2467-5p,2,240273466,240273488,-
MIMAT0019953,hsa-miR-2467-3p,2,240273427,240273448,-
MIMAT0019954,hsa-miR-4786-5p,2,240882480,240882501,-
MIMAT0019955,hsa-miR-4786-3p,2,240882440,240882461,-
MIMAT0000450,hsa-miR-149-5p,2,241395432,241395454,+
MIMAT0004609,hsa-miR-149-3p,2,241395473,241395493,+
MIMAT0014998,hsa-miR-3133,2,242417329,242417350,+
MIMAT0027638,hsa-miR-6869-5p,20,1373584,1373605,-
MIMAT0027639,hsa-miR-6869-3p,20,1373548,1373568,-
MIMAT0005943,hsa-miR-1292-5p,20,2633425,2633449,+
MIMAT0022948,hsa-miR-1292-3p,20,2633465,2633484,+
MIMAT0009196,hsa-miR-103a-2-5p,20,3898151,3898173,+
MIMAT0000101,hsa-miR-103a-3p,20,3898188,3898210,+
MIMAT0007402,hsa-miR-103b,20,3898188,3898210,-
MIMAT0030989,hsa-miR-8062,20,7352265,7352285,+
MIMAT0027640,hsa-miR-6870-5p,20,10630320,10630338,-
MIMAT0027641,hsa-miR-6870-3p,20,10630284,10630305,-
MIMAT0015076,hsa-miR-3192-5p,20,18451268,18451290,+
MIMAT0027027,hsa-miR-3192-3p,20,18451306,18451326,+
MIMAT0003326,hsa-miR-663a,20,26188879,26188900,-
MIMAT0015077,hsa-miR-3193,20,30194989,30195010,+
MIMAT0006765,hsa-miR-1825,20,30825633,30825650,+
